,cookingMinutes,num_ingredients,preparationMinutes,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,Calories,Fat,Saturated_Fat,Carbohydrates,Sugar,Cholesterol,Sodium,Protein,Vitamin_K,Vitamin_A,Vitamin_C,Manganese,Folate,Fiber,Copper,Magnesium,Phosphorus,Vitamin_B6,Potassium,Vitamin_B1,Iron,Vitamin_B2,Vitamin_E,Zinc,Vitamin_B5,Vitamin_B3,Calcium,Selenium,num_words_instructions,num_steps_instructions,whole30,vegan,vegetarian,paleo,primal,aggregateLikes,ingredients_list,ingredient_types,title,spoonacularSourceUrl
190,-0.0758119499109135,-1.597752718991811,-0.5463066992009477,0.02281518895303087,-0.5699503767581507,-0.7756447404789834,0.781297812245002,0.8221347523786717,1.8892038919588527,0.007936801941300994,-0.4912412637874438,0.1790249932841073,-0.40646578161559715,-0.17930008058398056,-0.06562139949176508,-0.44584824571061893,-0.5517827889816628,-0.9597272174248974,0.5633613209186197,-0.5585590001428606,0.04782566184095129,-0.1331185140367543,1.6553221014007062,0.34832613965993975,-0.6832366015835128,-0.3944220266297988,-1.086444795049634,-0.2155982993222317,0.8458628091765021,4.1058157164102855,0.13483429909008943,-0.6822117951251244,-0.38953025577075256,2.578206929802343,-0.635491502381058,-0.884039675560853,-0.8339691184157433,True,False,False,0,0,308,"['almond butter', 'almond milk', 'banana', 'spinach leaves']","Counter({'Produce': 2, 'Nut butters, Jams, and Honey': 1, 'Milk, Eggs, Other Dairy': 1})","Bottoms Up: Green Giant Smoothie with Banana, Spinach, and Almond Butter",https://spoonacular.com/bottoms-up-green-giant-smoothie-with-banana-spinach-and-almond-butter-479691
197,-0.0758119499109135,-0.7569777396942434,-0.4747203101494657,0.4382233192172449,-0.5513221123850905,0.8244475555065419,-0.8479144931778476,-0.46598024300935115,-0.6028487296036273,-0.19740578062469774,-1.3086780421782094,-0.7287774995400987,1.7786688453415056,0.5652982733066785,1.6851432746248316,-0.7130069897860979,-0.7883369869532645,0.08959538074498974,-1.0678376057736685,-0.4106694920435493,-0.8315054131075964,-0.7294497015089149,-0.6085247559543007,0.8926123523810391,1.5807880821248415,0.2974514473705439,1.4507252358198206,-0.3614447767161442,0.060906773852028494,-0.9121267235281401,0.8662534053580476,0.5370958087431352,0.6811517733824349,-0.8357468244851405,1.1554604972494364,0.002599187901107649,-0.6290627011145778,True,False,False,0,0,2130,"['cauliflower', 'chicken broth', 'garlic cloves', 'ground cumin', 'pepper', 'roast pork', 'salt']","Counter({'Spices and Seasonings': 3, 'Produce': 2, 'Canned and Jarred': 1, 'Meat': 1})",Garlic Pork and Rice,https://spoonacular.com/garlic-pork-and-rice-509163
208,-0.047970090688343875,-0.47671941326172096,0.5274891365712813,-0.8964099873284223,-0.011102445566343832,0.024401407513779238,-0.6668909036864198,-0.9514295061056414,-0.20124024933898374,-0.30318832315869704,-1.1885593741372988,-0.7076385022945157,-0.37549536957998464,-0.31009228644963444,-0.9063663059470373,0.7787365016452377,0.0013202576774352902,0.026398253484907135,-0.8437034021060259,-0.9585293627416289,-1.2278462443344056,0.3514005757843762,-1.037358469258261,-1.0703428027039925,-0.7407965511693183,-0.8625892875998631,-0.8363012708794062,-0.44180916221891237,-0.6949768157196866,-0.36734029774018817,-1.0185573684863058,-0.8476454901223255,-0.49366508326373376,-0.4371115058707337,-0.6494424429818798,-0.28889852063433147,-0.21924986651224707,True,False,True,1,1,2861,"['chicken stock', 'garlic', 'kale', 'kosher salt', 'olive oil', 'red pepper flakes', 'whole tomatoes', 'yellow onion']","Counter({'Produce': 4, 'Spices and Seasonings': 2, 'Canned and Jarred': 1, 'Oil, Vinegar, Salad Dressing': 1})",Braised Kale and Tomatoes,https://spoonacular.com/braised-kale-and-tomatoes-746105
216,,2.325863851063504,,1.5886769617566103,0.17518019816425848,-0.3756216664826021,0.6002742227535743,1.1531407948446755,1.2715908505956957,0.4995144995992977,1.1773734918819838,2.566557293299128,-0.40646578161559715,-0.3681435593613417,-0.4072724195307053,-0.5762125074510225,0.6891852976739394,4.936001613222654,0.5011018198998299,0.5738609767017082,1.4598901617583275,-0.0710006820084043,0.48007804647365243,0.11662999039150838,1.3505482837816187,2.8816533517582634,0.3429467716373827,-0.07272828065064393,0.0027618823465120545,1.7494503325804687,0.0645055388720168,0.175592549304807,0.22647858292012238,-0.10668995883546586,-0.6176168597362551,4.3264818645101215,1.4200014718970764,True,True,True,0,0,21481,"['bay leaves', 'bell pepper', 'carrots', 'eggplant', 'garlic', 'garlic', 'olive oil', 'olive oil', 'onions', 'red onions', 'salt', 'thyme', 'thyme', 'tomatoes', 'tomatoes', 'yellow bell peppers', 'yellow bell peppers', 'zucchini']","Counter({'Produce': 14, 'Oil, Vinegar, Salad Dressing': 2, 'Produce;Spices and Seasonings': 1, 'Spices and Seasonings': 1})",Ratatouille,https://spoonacular.com/ratatouille-773589
217,-0.020128231465774252,1.204830545333414,0.5274891365712813,-0.7970921743250239,0.2683215200295596,0.8244475555065419,-0.6668909036864198,-0.8373981777539795,-0.12603866140098263,-0.29074331815469706,-0.9960095991503711,-0.21674401070264224,-0.40646578161559715,-0.46354382345588574,-1.0031936687691332,0.637000902432151,0.030527530272015282,-0.15042856001706678,-0.9308667035323313,-0.9114099926532048,-1.0256642818462358,0.21474134532200598,-1.134040390271276,-1.1676269870824212,-0.8559164503409296,-1.076749450266485,-0.8720360600465816,-0.4537149971082114,-0.8112665987307197,-0.36077660586322485,-1.046688872573535,-0.7618650556793323,-0.6418005420917775,-0.51895383535122,-0.6904233309967938,0.12405656645754062,0.19056296809008377,True,True,True,1,1,323,"['bay leaf', 'carrot', 'extra virgin olive oil', 'extra virgin olive oil', 'garlic', 'kale', 'onion', 'parsley', 'pomegranate', 'salt and pepper', 'scallions', 'shallots', 'sherry vinegar', 'thyme']","Counter({'Produce': 9, 'Oil, Vinegar, Salad Dressing': 3, 'Produce;Spices and Seasonings': 1, 'Spices and Seasonings': 1})",Warm Lentil Salad Speckled W/ Kale and Pomegranate Seeds,https://spoonacular.com/warm-lentil-salad-speckled-w-kale-and-pomegranate-seeds-521545
218,-0.07024357806639958,-1.8780110454243335,-0.7610658663553934,0.7798792729789354,-0.5699503767581507,-1.1756678144753647,-0.8479144931778476,-0.19114560513118467,-0.9964570409386965,-0.7449860008006942,1.496790174687401,4.489031653911322,-0.40646578161559715,-0.6154155735876105,-0.8575590173700459,-0.41921359514216167,4.381694006461946,2.0010269090034103,-0.8437034021060259,-0.2824519321824745,0.13447507433588135,-0.3070484437161345,-0.45046519999332435,-0.5880341349824355,0.19934929206550656,0.9703306285366439,-0.19307506587024867,-0.37335061160544325,-0.4333248039448621,1.2243549824234066,-0.8849327240719673,-0.21654657957744744,-0.3821968172149088,-0.30281342488454116,-0.6193607273113578,-1.1026629569624324,-1.0388755357169088,True,True,True,1,1,9736,"['carrot juice', 'kiwis', 'mango']","Counter({'Produce': 2, 'Beverages': 1})",Carrot Mango and Kiwi Smoothie,https://spoonacular.com/carrot-mango-and-kiwi-smoothie-496991
220,,-1.0372360661267659,,2.5773041407904382,0.17518019816425848,-1.1756678144753647,-0.6668909036864198,0.02352146610930812,-0.9196554192147804,-0.6858722270316946,1.5912655315735107,3.57183405120019,-0.40646578161559715,15.634531585786887,-0.12859854604272186,-0.41325718027551805,0.3026565047488335,1.586553868438274,1.0240816284576628,0.47946672705262083,1.8706725617342914,0.17747064610499602,0.9309364520016831,0.624140901529941,2.4058140261880547,4.185158704284114,0.807499030810663,0.05377121504815776,-0.026310563406246244,1.0832356070686961,0.437247968027803,0.016286028196391154,0.4406149887507599,0.2611391403561039,-0.5186523748491757,-1.3091405005083685,-1.2437819530180743,True,True,True,0,0,107693,"['cilantro', 'garlic', 'roma tomatoes', 'salt', 'serrano peppers', 'yellow onions']","Counter({'Produce': 4, 'Produce;Spices and Seasonings': 1, 'Spices and Seasonings': 1})",Salsa roja (roasted red salsa),https://spoonacular.com/salsa-roja-roasted-red-salsa-701765
225,-0.060962958325543035,-0.7569777396942434,-0.18837475394353798,-0.5672022230671578,-0.32778293990836777,-0.7756447404789834,-0.6668909036864198,-0.6209863033649665,0.023564497582061847,-0.19740578062469774,-0.7521732018538412,-0.32361338566642334,-0.40646578161559715,0.006195193175727341,-0.971705095493655,3.4926618685260005,0.3473388545432717,0.25841305336647774,-0.23356029212188742,-0.5486841486556826,-0.33407360063670255,-0.4934019398011847,0.6697171243735534,-0.8535682614259723,-0.6640499517215775,-0.15743350172058032,-0.7290969033778799,-0.14416328998643782,-0.5205421412031369,1.1324632961459207,-0.6739464434177488,-0.4187433179073598,-0.5435324654434712,-0.4701891516104619,-0.5997422170914523,-0.09456671494403873,-0.014343449211081638,True,True,True,0,0,192,"['extra virgin olive oil', 'garlic', 'swiss chard', 'parsnip', 'salt', 'bell pepper', 'lemon juice']","Counter({'Produce': 5, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",Sautéed Chard with Parsnip,https://spoonacular.com/sauted-chard-with-parsnip-710652
229,-0.047970090688343875,0.6443138924683691,-0.5463066992009477,-0.60876311381858,-0.2905264111622473,0.024401407513779238,-0.8479144931778476,-0.9718605881350851,-0.5364473274881584,-0.4867521469676958,-0.7719680385347402,-0.12044413436165269,-0.40646578161559715,-0.47210296726861917,-0.9158128779296809,-0.6020349196285738,0.18545950926356916,0.30796961256448324,-0.8063477014947521,-0.4638537315492953,-0.6469742568683939,-0.5555197718295347,-0.7398631779669561,-0.7522893158532605,-0.2803169544828736,-0.20209258569645708,-0.5146881683748274,-0.34209779502103344,0.03183432809927035,-0.052283087645950715,-0.6458149393305196,-0.09400310180174298,-0.2824620528554338,-0.5636015588926128,-0.23222212563855374,-0.47108458846898094,0.19056296809008377,True,True,True,1,1,4254,"['balsamic vinegar', 'broccoli florets', 'butternut squash', 'cremini mushrooms', 'dried thyme', 'garlic', 'kosher salt', 'olive oil', 'red bell pepper', 'red onion', 'yellow squash', 'zucchini']","Counter({'Produce': 8, 'Oil, Vinegar, Salad Dressing': 2, 'Spices and Seasonings': 2})",Roasted Vegetables,https://spoonacular.com/roasted-vegetables-615661
230,,-0.7569777396942434,,2.641419009292632,0.17518019816425848,0.024401407513779238,-0.1238201352121366,0.32295219998435315,0.47077394074528056,0.16661061574230004,-1.0796877723923537,-0.183861126098402,1.767198322365353,-0.0010671106653797802,1.696951489603136,-0.7071182614520299,-0.5319905924522579,-0.6695210033335475,-0.993126204551121,-0.42116638141968343,-0.5859987443719618,-0.23250704528211447,-0.16543977121123615,0.8145382696280613,1.8685878300538694,0.743377193456433,0.6645598741419615,-0.1739278772096853,1.2528770497151176,-0.47235936777160054,-0.3223026423273843,1.0456512415123087,1.4482294463236909,-0.49716233912354496,2.0038520725369104,0.9864039542082147,0.19056296809008377,True,False,False,1,1,29039,"['fresh green beans', 'grape tomatoes', 'lemon juice', 'olive oil', 'pesto', 'salmon fillets', 'salt and pepper']","Counter({'Produce': 3, 'Oil, Vinegar, Salad Dressing': 1, 'Pasta and Rice': 1, 'Seafood': 1, 'Spices and Seasonings': 1})",Pesto Salmon and Italian Veggies in Foil,https://spoonacular.com/pesto-salmon-and-italian-veggies-in-foil-884531
236,-0.0758119499109135,-1.3174943925592884,-0.5463066992009477,1.5721463015060444,-0.5699503767581507,-1.1756678144753647,3.31562806512499,3.5888297062060617,4.853266480366233,1.7844612662622898,0.9371361558001625,1.04102632540955,-0.40646578161559715,-0.9591960606114494,1.308854823982865,-0.5368189454920843,-0.6252133536551503,-0.5983147351929792,4.049893377970838,-0.1711849047954533,3.0259980616666904,1.0719674273132367,5.381867636460157,2.786657876864684,-0.3762502037925495,0.9423771326971657,0.05706845829997929,0.37671698642039264,3.4333104811719886,11.742671215257058,2.181401221436011,-0.15527484068959513,0.12674381856064745,1.7560215851601295,-0.4972899970541674,-0.7747280348600634,-0.6290627011145778,True,True,True,1,1,974,"['almond', 'banana', 'coconut', 'raspberries', 'spinach']","Counter({'Produce': 4, 'Nuts': 1})",Raspberry Coconut Smoothie,https://spoonacular.com/raspberry-coconut-smoothie-548281
240,-0.0758119499109135,-0.47671941326172096,-0.18837475394353798,1.2142943162438,-0.4768090548928496,-1.1756678144753647,0.781297812245002,1.0480023341532125,2.0596074901587915,0.44040072583029827,-0.7647699161053223,-0.5937227949155404,-0.40646578161559715,0.06622709440773647,0.48621584716099303,0.40104564987397534,0.035760568584223315,-0.5059593294148782,-0.44524259558577217,0.7099317649108537,0.4874911993152253,-0.5182490726125247,-0.015639474834286342,2.051328084675801,-0.43381015337835516,0.15764484501592688,-0.08587069836872231,0.7725859964895837,0.03183432809927035,0.11509105521661278,-0.5332889229816029,0.16333820152723652,-0.2604617371879025,0.3358122805239022,-0.6795241586524017,-0.8961854134164964,-0.8339691184157433,True,True,True,1,1,361,"['artichoke hearts', 'arugula', 'avocado', 'cucumber', 'hemp seeds', 'red onion', 'sea-salt', 'spinach']","Counter({'Produce': 5, 'Canned and Jarred': 1, 'Health Foods': 1, 'Spices and Seasonings': 1})",Avocado Artichoke Arugula & Spinach Salad,https://spoonacular.com/avocado-artichoke-arugula-spinach-salad-537977
244,0.007713627756795373,-0.7569777396942434,0.16955719131387167,-0.5672691488171601,0.45460416376016194,0.8244475555065419,-0.8479144931778476,-0.6446818558013189,-0.13483884722351477,-0.4245271219476962,-0.5069871566017953,-0.5291314144429253,-0.40646578161559715,-0.06272595658906564,-0.9913854537908289,-0.7752447564892657,1.8597780793799914,-0.5118410422489849,0.5260056203073459,-0.7549674635807472,-0.6405557818687695,6.9607379036008235,0.0161019933709918,-0.8350043711701852,-0.6640499517215775,-0.30860538124996045,-0.3002794333717748,-0.28554507929686324,-0.9275563817417527,0.604086100050377,-0.6809793194395559,-0.36972592679707805,-0.29712892996712126,-0.3742213897218084,-0.6808320593337288,0.13620230431318392,-0.014343449211081638,True,True,True,1,1,3938,"['black pepper', 'butternut squash', 'fresh sage', 'garlic cloves', 'kosher salt', 'olive oil', 'pine nuts']","Counter({'Spices and Seasonings': 2, 'Produce': 2, 'Produce;Spices and Seasonings': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Produce;Baking': 1})","Roasted Butternut Squash with Garlic, Sage and Pine Nuts",https://spoonacular.com/roasted-butternut-squash-with-garlic-sage-and-pine-nuts-556595
246,-0.0758119499109135,-0.47671941326172096,-0.7610658663553934,-0.8376491788264117,-0.6258351698773315,-0.7756447404789834,-1.0289380826692753,-0.9147886399867214,-1.0924590680935913,-0.7854322670636938,0.13814456613478032,2.297622272785877,-0.40646578161559715,-0.9093974057010002,-1.0606603149968814,-0.314468685981583,-0.20791561332330072,0.3238627514991971,-0.49505019640080394,-0.2534494156098966,-0.6453696381184878,-0.6797554358862349,-0.7029394292383674,-1.2880572877924323,-0.5681167024119016,-0.4535371172014587,-0.47895337920765196,-0.4269268686072887,-0.6077594784614118,-0.7545981184810214,-1.1732806409660663,-0.5229052740167086,-0.5464658408658087,-0.7626352899102048,-0.6812680262275045,-1.0662257433955025,-1.0388755357169088,True,True,True,1,1,1010,"['apple', 'baby carrots', 'banana', 'ice', 'orange', 'orange juice', 'pineapple', 'spinach']","Counter({'Produce': 6, 'Frozen': 1, 'Beverages': 1})",How to Fight a Cold- Cold Buster Green Smoothie,https://spoonacular.com/how-to-fight-a-cold-cold-buster-green-smoothie-549376
248,-0.0758119499109135,-0.7569777396942434,-0.5463066992009477,-0.9209048118292604,-0.5699503767581507,-0.7756447404789834,-1.3909852616521308,-1.2117428790703186,-1.106059355273868,-0.7916547695656938,-0.3895677844719165,1.0562933789758044,-0.40646578161559715,-0.9098218260553507,-1.10238267458689,-0.32001898165277365,-0.4557123324286012,-0.30072509435243155,-0.993126204551121,-0.5290122004174461,-0.5619294631233701,-0.7418732679145849,-0.8814042147598795,-1.3947996567632082,-0.6832366015835128,-0.8758520379001891,-0.8720360600465816,-0.4700855200809975,-0.7240492614724447,-0.7349070428501315,-1.21547789709691,-0.669957447347554,-0.6403338543806087,-0.7307643394013251,-0.6817039931212802,-0.5318132777471974,-0.8339691184157433,True,True,True,1,1,2935,"['apple', 'baby spinach', 'banana', 'fresh ginger', 'lemon', 'orange', 'water']","Counter({'Produce': 5, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Beverages': 1})",Basic Green Smoothie,https://spoonacular.com/basic-green-smoothie-507912
256,-0.0758119499109135,0.08379723960332408,-0.18837475394353798,0.06417530245444614,-0.4768090548928496,-0.7756447404789834,-1.209961672160703,-1.252323623266542,-0.7540519223725869,-0.5894234382506952,-1.0414477469860715,0.11091044660389517,-0.40646578161559715,-0.512446479840484,-0.8323681587496632,-0.7411307440712162,-0.6728696945827385,-0.04643487139700998,-0.49505019640080394,-0.1488692955291534,-0.5876033631218679,-0.6424847366692249,-0.3832574994566389,-0.5707626674659754,0.6598288887519517,0.49134581459300963,-0.4432185900404766,-0.36888592352195615,0.87493525492926,-0.6397335106341641,-0.4629601627635301,-0.480015056795212,-0.4173973222829588,-0.7122380185041811,-0.6960909006158776,-1.1512459083850055,-1.0388755357169088,True,True,True,1,1,233,"['celery stalk', 'fresh basil', 'fresh mint', 'ground cumin', 'lemon juice', 'lemon zest', 'olive oil', 'red pepper flakes', 'sea-salt', 'yellow summer squash']","Counter({'Produce': 5, 'Spices and Seasonings': 3, 'Produce;Spices and Seasonings': 1, 'Oil, Vinegar, Salad Dressing': 1})",Basil and Mint Squash Noodles,https://spoonacular.com/basil-and-mint-squash-noodles-723422
273,-0.06653133017005695,-0.7569777396942434,-0.9042386444583572,0.8561077022315436,-0.5699503767581507,-1.1756678144753647,2.953580886142135,3.3627369885413905,4.559660280650846,0.8853096547232954,0.8584066917284048,1.217184635789409,-0.40646578161559715,-0.9212340178056619,1.217537961483978,-0.32242185355920366,-0.41846496046703796,-0.8342089626885352,3.215616064319058,0.023279690239445663,1.902764936732414,0.9477317632565369,5.398871994427271,2.622343949505708,-0.05007715613965112,1.1985164430695396,-0.19307506587024867,0.35439354600295697,3.4042380354192296,10.978001111590837,1.9211848086291414,-0.3023270140204405,0.08714325035909114,1.978550382143065,-0.5251918782558109,-0.9083311512721396,-0.6290627011145778,True,True,True,1,1,281,"['almond', 'almond butter', 'baby spinach', 'banana', 'fresh mint', 'ice cubes', 'vanilla extract']","Counter({'Produce': 2, 'Nuts': 1, 'Nut butters, Jams, and Honey': 1, 'Produce;Spices and Seasonings': 1, 'Frozen': 1, 'Baking': 1})",Minty Green Shamrock Shake Smoothies,https://spoonacular.com/minty-green-shamrock-shake-smoothies-721012
276,,-1.3174943925592884,,-0.4022302493115129,-0.5699503767581507,-0.3756216664826021,-1.3909852616521308,-1.0172817539691381,-1.0124573787978455,-0.7885435183146939,-0.20601566252176098,1.8372618883265124,-0.40646578161559715,-0.5280792962257244,-0.9252594499123244,1.0414956211033097,0.3893096887883202,-0.505083329631075,-0.18375269130685568,0.5644526536312472,-0.5683479381229946,-0.5555197718295347,0.21270476072409136,-1.2343042511340616,-0.4721834531022256,-0.17498023773738342,-0.4432185900404766,-0.1263045376524894,-0.3461074666865872,-0.2557575358318123,-0.9060313521373893,-0.8231367945671846,-0.5523325917104838,0.40899479717124076,-0.6490064760881041,-1.3091405005083685,-1.2437819530180743,True,False,False,0,0,185,"['almond milk', 'banana', 'ice', 'pineapple chunks', 'spinach']","Counter({'Produce': 2, 'Milk, Eggs, Other Dairy': 1, 'Frozen': 1, 'Canned and Jarred': 1})",Spinach Pineapple Green Smoothie,https://spoonacular.com/spinach-pineapple-green-smoothie-596112
277,,-0.7569777396942434,,0.2584607547110938,-0.5699503767581507,-0.7756447404789834,-1.209961672160703,-0.5574979823478518,-0.8156532231303111,-0.7107622370396944,0.5268431773233447,2.3551673208432975,-0.40646578161559715,-0.9327405251902733,-0.8890475906455243,-0.2891200795320601,-0.45452185739598133,-0.11225999800850206,0.2520638158246715,-0.2950481994338354,0.9191336430399689,-0.5306726390181947,-0.010943033110035921,-0.9208917368472762,-0.5297434026880311,-0.36781827971469044,-0.37174901170612573,-0.2944744554638375,-0.5786870327086534,-0.4231316786943759,-0.6598806913741342,-0.36972592679707805,-0.4833982692855525,-0.46557531690427667,-0.5762000048275655,-0.1795868799335418,-0.6290627011145778,True,True,True,1,1,336,"['baby spinach', 'banana', 'dates', 'ground flaxseeds', 'ice', 'orange', 'raspberries']","Counter({'Produce': 4, 'Dried Fruits;Produce': 1, 'Health Foods;Baking': 1, 'Frozen': 1})",The Crisper Whisperer: A Seriously Delicious 'Green' Smoothie,https://spoonacular.com/the-crisper-whisperer-a-seriously-delicious-green-smoothie-205931
281,-0.0758119499109135,-0.1964610868291984,-0.5463066992009477,-0.6018028358183416,-0.5699503767581507,0.024401407513779238,-1.3909852616521308,-0.9220492724434659,-1.0876589667358465,-0.776098513310694,0.004529418538711372,0.26240659353057394,-0.40646578161559715,1.2303413896652091,-0.8441763737279676,-0.27229997618704954,-0.21777107729260925,0.06494224397224464,-0.7814439010872362,-0.29808063414249636,1.066758568031331,-0.704602568697575,-0.6658537342434251,-0.9630717153398558,-0.6832366015835128,-0.5478043645425666,-0.5146881683748274,-0.2498275746289663,-0.5496145869558952,-0.5970695134339028,-0.8146039638538944,-0.5474139695718495,-0.52153214977594,-0.4832498529325863,-0.64639067472545,-0.2038783556448284,-1.0388755357169088,True,True,True,1,1,5171,"['apple', 'cabbage', 'garlic', 'jicama', 'onion', 'orange zest', 'sea-salt', 'spinach', 'vegetable']","Counter({'Produce': 8, 'Spices and Seasonings': 1})",Flu Prevention and Cultured Veggies,https://spoonacular.com/flu-prevention-and-cultured-veggies-251124
290,,-1.3174943925592884,,-0.6700671008206774,0.17518019816425848,0.8244475555065419,-0.8479144931778476,-1.0179571616395329,-0.8228533751669281,-0.6516484632706948,-0.5569241309558818,-0.6864995050489328,-0.40646578161559715,-0.953702174913469,-0.893770876636846,-0.7948400076698715,-0.5312657644803676,0.543863840060039,-0.27091599273316125,-0.7635204845538935,-0.4383738193805997,-0.1331185140367543,-0.986993180422335,-1.157405098144108,-0.14601040544932703,-0.3809245373861042,-0.9792404275481079,0.1624119584130109,-0.7531217072252031,-0.45923198401767396,-0.9271299802028111,-0.4738878829064268,-0.4247307608388025,-0.8087026548996545,-0.6921671985718965,-1.2969947626527252,-1.2437819530180743,True,True,True,0,0,7496,"['bell pepper', 'garlic', 'lemons', 'olive oil', 'potatoes']","Counter({'Produce': 4, 'Oil, Vinegar, Salad Dressing': 1})",Roasted Potatoes with Lemon Olive Oil,https://spoonacular.com/roasted-potatoes-with-lemon-olive-oil-666468
291,-0.0758119499109135,-1.0372360661267659,-0.5463066992009477,0.06678540670453535,-0.5699503767581507,-0.3756216664826021,-1.209961672160703,-0.7954666182169665,-1.0212575646203776,-0.6672047195256947,0.2636618259977542,2.7215766064334037,-0.40646578161559715,-0.5807545779823263,-0.8693672323483503,-0.07056026584578658,1.3823251085022454,-0.07859657774521037,-0.656924899049657,1.5777523747407238,0.1424981680854117,-0.5182490726125247,-0.2201776092387053,-0.9335222317997894,-0.35706355393061423,0.5591658076479219,-0.33601422253895025,-0.23792173973966735,-0.2007452379227959,-0.5051778271564169,-0.8778998480501602,-0.4371248395737155,-0.46873139217386506,-0.31253796880373147,-0.5775079055088925,-0.9690598405503561,-1.0388755357169088,True,True,True,1,1,203,"['banana', 'coconut water', 'ice', 'mangos', 'orange', 'romaine']","Counter({'Produce': 4, 'Beverages': 1, 'Frozen': 1})",mango romaine smoothie {smoothie saturday},https://spoonacular.com/mango-romaine-smoothie-smoothie-saturday-602938
293,-0.0758119499109135,-1.3174943925592884,-0.5463066992009477,0.15278499545747817,-0.5699503767581507,-1.1756678144753647,0.4192506332621466,0.03320230938496731,1.2267899045900779,0.5119595046032976,-0.8079586506818296,-0.6219081245763177,-0.40646578161559715,-0.8599760133277516,-0.9008558056238285,-0.6319523670269427,-0.6424840274217367,-0.6432410098194538,-1.0429338053661528,0.15460743954530085,0.9335752117891238,-0.39401340855582456,-0.5865000637302302,-0.8794754627006626,-0.18438370517319747,0.4539049531257177,-0.6576273250435292,-0.44180916221891237,-0.28796257518107077,0.5515765650346708,-0.41373003061087904,0.8250729815160407,-0.14899347113907752,-1.0087301349308866,-0.7048102384913912,-1.1026629569624324,-1.0388755357169088,True,True,True,1,1,1124,"['avocado', 'heirloom tomato', 'green onions', 'juice of lemon', 'coarse salt']","Counter({'Produce': 4, 'Spices and Seasonings': 1})",Avocado Heirloom Tomato Salad,https://spoonacular.com/avocado-heirloom-tomato-salad-247233
300,-0.05725071042920042,-0.7569777396942434,-0.5463066992009477,-1.155680342837294,-0.3836677330275484,0.024401407513779238,-1.3909852616521308,-1.6960664627159507,-1.1004592370231658,-0.8009885233186939,-1.4598386131959844,-0.976573522807767,-0.40646578161559715,-0.15437717422018102,-1.1354456765261423,-0.03187741247889113,-0.35964846522073873,-0.5670290286285818,-1.1799047076074898,-1.133399764274411,-1.280798663081307,-0.3070484437161345,-1.3991464282918888,-1.3908636420570761,-0.9902229993744759,-1.5277807683706413,-1.1221795842168096,-0.5058030247488944,-0.9275563817417527,-0.777571040050393,-1.2225107731187173,-0.8844085334550368,-0.6814011102933338,-0.8142392565470769,-0.6886794634216911,-0.228169831356115,0.19056296809008377,True,True,True,0,0,1003,"['chili flakes', 'garlic', 'juice of lemon', 'kale', 'salt', 'shallots', 'vegetable broth']","Counter({'Produce': 4, 'Spices and Seasonings': 2, 'Canned and Jarred': 1})",Sauteed Kale – 0 Points,https://spoonacular.com/sauteed-kale-0-points-548686
308,-0.06653133017005695,-1.0372360661267659,-0.5463066992009477,-1.2960905663420983,-0.4768090548928496,0.024401407513779238,-1.3909852616521308,-1.6137792948728462,-1.0164574632626329,-0.760542257055694,-1.442743072426117,-0.9331211395807351,-0.40646578161559715,-0.8858656549431271,-1.0425543853634813,-0.42432392835161153,-0.7107463490108065,0.15404393626764817,-1.2670680090337954,-0.700539148297089,-0.9807349568488647,-0.8661089319712851,-1.3249750383020042,-1.2079270779541615,-0.9710363495125409,-1.3109797925911224,-1.0149752167152832,-0.5221735477216805,-0.7531217072252031,-0.7381888887886132,-1.1099847567698007,-0.5535411434606348,-0.6579341069146338,-0.8546280557442986,-0.6084615549669659,-0.79901951057135,-0.8339691184157433,True,True,True,0,0,469,"['broccoli', 'fresh ginger', 'salt', 'sesame oil', 'sesame seeds', 'water']","Counter({'Produce': 1, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Spices and Seasonings': 1, 'Ethnic Foods': 1, 'Ethnic Foods;Spices and Seasonings': 1, 'Beverages': 1})",Sesame Ginger Steamed Broccoli,https://spoonacular.com/sesame-ginger-steamed-broccoli-536351
310,,-0.7569777396942434,,0.8453995822311775,0.17518019816425848,0.024401407513779238,0.4192506332621466,0.54583673121465,0.725179312705752,0.23505814326429955,-1.0355992725121692,-1.018851517298933,1.0374436506225135,-0.014648562004593147,1.713482990572762,-0.6439328832928052,-0.7432021687884949,-0.8531055294534311,-0.6693767992534149,-0.949587568087885,-0.8635977881057187,-0.28220131090479444,-0.37564602493802635,0.6250808453403607,0.5063356898564699,0.42757506831120606,-0.8720360600465816,0.0016831874074746333,-0.9275563817417527,0.5712676406655605,-0.7020779475049779,0.046921897640317164,-0.4951317709749025,-0.5382609590447952,2.1158955642372606,0.40340853713733643,0.19056296809008377,True,False,False,0,0,7074,"['harissa', 'kosher salt', 'lemon wedges', 'potatoes', 'olive oil', 'snapper fillets', 'spring onions']","Counter({'Produce': 3, 'Ethnic Foods': 1, 'Spices and Seasonings': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Seafood': 1})","Baked Snapper with Harissa, New Potatoes, and Spring Onions",https://spoonacular.com/baked-snapper-with-harissa-new-potatoes-and-spring-onions-700113
