,ids,titles,aggregateLikes,spoonacularScore,healthScore,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,veryHealthy,vegetarian,vegan,glutenFree,dairyFree,whole30,calories,fat,saturated_fat,carbs,sugar,cholesterol,sodium,protein
352,759334,Herb-Roasted Winter Veggies,2431,100.0,97.0,121.44,45,4,4,True,True,True,True,True,True,187.7,10.93,1.55,21.23,5.82,0.0,79.68,3.72
353,560638,Pumpkin Hummus,1857,100.0,73.0,189.29,10,2,28,True,True,True,True,True,False,949.4,70.06,9.45,64.54,1.66,0.0,1149.94,23.52
354,530041,Chicken & Veggie Quinoa Casserole (gluten & dairy free!)… and Fave Five Friday: Simple & Delicious Casseroles,1855,100.0,100.0,133.05,35,2,7,True,False,False,True,True,False,314.9,7.41,1.61,35.19,1.87,53.16,444.77,28.56
355,512594,6-Vegetable Stir Fry with Peanut Sauce,2369,100.0,100.0,166.97,40,4,8,True,True,False,False,True,False,330.2,6.84,0.69,61.24,12.65,0.0,215.87,7.99
356,911839,Crispy Chickpea Thai Quinoa Bowl,17174,100.0,94.0,455.37,15,1,38,True,True,True,True,True,False,1016.31,76.69,35.38,71.25,10.17,0.0,859.4,22.45
357,496898,Seared Ahi Tuna with Chimichurri Sauce,10079,100.0,100.0,644.69,20,4,14,True,False,False,True,True,True,532.47,38.96,6.14,17.54,5.49,43.09,272.15,30.87
358,562754,"Curried Red Lentil, Kale and Sweet Potato Soup",2441,100.0,100.0,174.77,45,5,9,True,True,True,True,True,False,331.02,9.69,5.88,47.59,4.82,0.0,689.32,15.45
359,564125,Cuban Black Bean Hummus,262,100.0,84.0,84.83,10,3,14,True,True,True,True,True,False,508.56,29.57,4.21,46.15,0.27,0.0,22.46,18.85
360,608221,Quinoa & Veggie Collard Wraps,625,100.0,75.0,81.91,5,2,2,True,True,True,True,True,False,140.24,3.93,0.59,22.11,0.25,0.0,162.63,6.78
361,248575,Roasted Habanero Salsa,204,100.0,100.0,358.01,10,1,0,True,True,True,True,True,True,160.44,1.64,0.16,36.23,19.65,0.0,227.81,7.24
362,228132,5:2 Diet - Savoury Cauliflower Rice = 137 calories,1665,100.0,73.0,166.43,50,4,2,True,True,True,True,True,False,146.21,4.87,0.73,24.36,11.13,0.0,513.67,5.82
363,608242,10-Minute Zucchini Pasta with Vegan Cashew Basil Pesto,181,100.0,100.0,291.48,10,2,12,True,True,True,True,True,True,420.56,35.74,5.41,20.43,9.65,0.0,30.12,10.68
364,553105,Avocado and chocolate smoothie,1432,100.0,75.0,213.52,5,4,10,True,False,False,True,True,False,428.95,27.93,3.45,37.97,12.9,17.65,395.15,3.11
365,577556,Shaved Brussels Sprouts and Soba Noodles with Ginger-Honey Sauce,14972,100.0,61.0,173.34,15,2,10,True,True,False,False,True,False,362.79,9.77,1.4,63.57,12.14,0.0,499.26,12.37
366,552590,Date & Almond Kale Salad with Garlic-Shallot Vinaigrette,1171,100.0,70.0,90.58,5,8,4,True,False,False,True,False,False,200.83,13.45,2.36,16.69,7.77,4.25,271.49,7.26
367,475631,Slow Cooker Turnip Greens,1496,100.0,100.0,118.46,270,10,1,True,False,False,True,True,False,188.32,5.14,1.74,29.43,5.53,19.04,213.51,10.65
368,697154,Sesame-Seasoned Spinach,2499,100.0,100.0,193.52,30,4,1,True,True,True,True,True,False,66.08,3.58,0.52,6.37,0.69,0.0,202.95,4.82
369,516836,"Spinach Salad with Chicken, Avocado and Goat Cheese",115584,100.0,78.0,232.7,20,4,10,True,False,False,True,False,False,381.34,26.88,5.35,19.29,5.35,50.5,468.79,19.77
370,535588,Honey Salmon in Foil,210441,100.0,82.0,549.85,25,4,11,True,False,False,True,True,False,423.23,17.92,2.72,18.64,17.42,124.74,295.34,45.3
371,214971,Steak with chimichurri sauce,240,100.0,100.0,510.06,18,2,11,True,False,False,True,True,True,489.5,28.37,6.36,6.0,1.49,137.86,158.33,51.0
372,559149,An Interesting Study & Swiss Chard and Feta Rolled Omelet,202,100.0,100.0,374.56,30,2,4,True,True,False,True,False,False,338.89,5.92,3.84,40.9,10.6,22.25,936.47,30.6
373,557456,"Oatmeal Berry Breakfast Cake [Dairy, Gluten & Sugar Free]",1189,100.0,77.0,215.49,3,1,5,True,False,False,True,True,False,269.79,4.76,0.47,37.71,4.06,0.0,407.88,19.96
374,578179,Veggie burrito bowls,56683,100.0,82.0,240.34,25,2,11,True,True,False,True,False,False,398.04,15.85,5.32,54.1,7.92,21.0,362.88,12.01
375,838746,Broiled Salmon and Asparagus with Crème Fraîche,7989,100.0,100.0,585.46,30,4,9,True,False,False,True,False,False,397.73,25.59,6.25,9.92,5.09,92.91,568.72,33.86
376,961890,Spaghetti Squash w/ Chickpeas & Kale,6279,100.0,100.0,471.23,45,2,12,True,False,False,True,False,False,591.94,31.21,7.53,64.55,22.5,20.4,822.02,25.02
377,517764,Irish Stew,4762,100.0,100.0,364.42,140,4,20,True,False,False,True,True,True,794.36,24.75,6.33,85.07,13.47,151.02,630.89,58.4
378,195736,"Roasted Butternut Squash with Garlic, Sage and Pine Nuts",1442,100.0,100.0,119.06,60,6,3,True,True,True,True,True,True,198.6,10.13,1.12,28.27,5.27,0.0,397.2,3.46
379,529578,Easy Kale & Broccoli Slaw Rice Bowl with a Spicy Thai Peanut Sauce …and Fave Five Friday: Kale,2549,100.0,100.0,204.59,10,2,11,True,True,True,True,True,False,437.95,21.8,3.62,49.73,2.82,0.0,736.14,20.5
380,523151,"Healthy Peanut Butter Mousse [sugar free, low carb, vegan]",452,100.0,84.0,177.08,15,5,6,True,True,True,True,True,False,281.64,14.5,1.91,17.1,0.27,0.0,120.38,24.3
381,666825,15 Minute Paleo Tacos & Taco Seasoning,23757,100.0,92.0,507.21,15,4,9,True,False,False,True,True,True,415.03,20.45,3.16,32.8,9.47,62.37,730.79,35.0
382,560259,Crispy Indian Spiced Potato Wedges,1099,100.0,100.0,93.15,40,4,9,True,True,True,True,True,True,358.51,4.24,0.67,69.62,0.04,0.0,250.16,14.4
383,608991,Green Monster Smoothie,119,100.0,100.0,152.99,10,2,2,True,True,True,True,True,True,219.89,8.19,1.19,38.91,25.04,0.0,33.83,3.97
384,487278,baked cauliflower or baked gobi | gobi s,3917,100.0,100.0,311.49,45,2,4,True,True,True,True,True,True,239.05,15.58,2.3,23.0,8.2,0.0,332.51,8.45
385,494958,Southwestern Veggie Wraps,3181,100.0,100.0,256.12,45,4,16,True,True,True,True,True,False,558.34,15.88,2.57,87.54,9.0,0.0,1044.46,21.01
386,771471,Spaghetti and No-Meat Balls,1632,100.0,76.0,274.12,50,4,15,True,False,False,False,True,False,605.04,19.62,3.08,85.32,17.13,52.73,708.11,25.02
387,611822,Pumpkin Pie Oatmeal,313,100.0,86.0,158.18,7,2,10,True,False,False,True,True,False,389.74,7.67,1.16,70.17,9.97,0.0,234.68,12.57
388,556186,Mushrooms and Spinach with Parmesan and Paprika,387,100.0,86.0,192.01,8,4,4,True,False,False,True,False,False,160.26,8.48,5.04,7.51,2.83,20.4,542.6,16.33
389,758268,Smothered Cheese Grits and Steamed Greens,1284,100.0,100.0,109.63,45,8,6,True,True,False,True,False,False,233.11,9.25,2.45,32.22,5.88,7.78,101.51,9.6
390,31508,deconstructed Hummus” Chickpea Salad,81,100.0,100.0,80.37,10,8,15,True,True,True,True,True,False,504.17,16.92,2.1,69.38,12.16,0.0,319.5,22.22
391,715351,Potato Salad with Grilled Kale,4105,100.0,95.0,199.01,45,6,9,True,False,False,True,True,True,306.13,12.52,1.74,45.02,11.53,0.0,400.14,6.93
392,536654,Lemon Parmesan Broccoli,2284,100.0,64.0,69.16,10,3,3,True,False,False,True,False,False,165.2,11.64,2.45,11.45,2.72,4.53,351.37,6.86
393,552262,Ahi Poke,8679,100.0,66.0,308.23,8,8,2,True,False,False,True,True,False,142.91,5.31,1.23,1.77,0.62,32.32,442.43,20.94
394,428875,Shrimp Pasta in a Foil Package,35505,100.0,91.0,631.62,35,8,11,True,False,False,False,True,False,665.31,18.45,2.6,87.82,31.16,285.76,1170.33,1.55
395,695364,Greek Orzo Stuffed Peppers,6364,100.0,96.0,311.04,40,4,9,True,False,False,False,False,False,347.74,12.65,5.07,45.49,10.63,25.03,813.0,15.45
396,205460,Spicy-Tart Kale Limeade,306,100.0,90.0,236.71,15,2,2,True,True,True,True,True,True,73.68,0.73,0.17,13.96,7.08,0.0,90.67,2.94
397,757932,Tuscan Kale and Carrot Soup,1356,100.0,100.0,118.02,45,8,1,True,True,True,True,True,False,162.16,1.31,0.17,32.63,7.84,0.0,634.3,9.22
398,695209,Seared Salmon with Braised Broccoli,4747,100.0,100.0,390.56,40,4,6,True,False,False,True,True,True,360.85,18.18,2.45,18.75,2.85,77.96,686.91,32.5
399,718862,Cha Cha's White Chicken Chili,13106,100.0,94.0,440.88,30,4,18,True,False,False,True,False,False,717.84,17.71,9.69,76.22,3.52,114.39,1114.16,64.72
400,622992,Moro's Warm Squash & Chickpea Salad with Tahini,1882,100.0,97.0,120.42,45,4,11,True,True,True,True,True,False,422.31,22.83,3.17,47.0,11.95,0.0,208.78,13.29
401,246934,Texas Caviar,1432,100.0,100.0,125.97,15,4,8,True,True,True,True,True,False,303.76,8.37,1.25,45.2,9.02,0.0,66.78,15.24
402,758371,Chile-Lime Glass Noodles,4203,100.0,100.0,352.97,45,4,11,True,False,False,False,True,False,413.67,17.25,2.94,46.85,10.64,0.42,655.76,23.66
403,248347,Spinach and Feta Quinoa Salad,4179,100.0,96.0,216.68,45,4,7,True,True,False,True,False,False,251.01,8.51,2.26,35.33,2.72,8.34,842.68,10.29
404,496178,Super Easy White Bean Salad,2982,100.0,94.0,132.26,25,5,4,True,True,True,True,True,False,185.45,3.66,0.52,29.02,3.9,0.0,213.41,10.34
405,486572,Easy Vegetarian Quinoa Chili,6028,100.0,94.0,241.41,45,4,17,True,True,True,True,True,False,587.09,19.29,2.7,87.65,15.57,0.0,1795.85,23.21
406,765159,Cucumber and Chickpea Salad,147326,100.0,69.0,79.48,20,4,8,True,True,True,True,True,False,300.68,13.65,1.78,35.64,7.75,0.0,20.07,10.96
407,756339,Sauteed Spinach with Bacon and Onions,4917,100.0,88.0,110.6,20,4,1,True,False,False,True,True,True,60.84,3.85,1.43,5.2,0.97,3.33,74.1,2.74
408,247326,Swiss Chard with Olives,543,100.0,76.0,93.68,15,2,2,True,True,True,True,True,True,113.13,9.49,1.3,6.66,1.87,0.0,555.02,2.97
409,506520,The Laughing Cow 7 Layer Mexican Wrap,6134,100.0,83.0,71.39,45,1,2,True,False,False,True,False,False,109.05,3.12,0.66,16.24,1.86,1.37,172.38,5.9
410,474002,Pressure Cooker Cuban Black Bean Soup,2926,100.0,100.0,257.98,30,6,14,True,True,True,True,True,False,549.37,21.14,3.15,71.52,11.23,0.0,616.67,2.12
411,616758,Quinoa Chili with Slow Cooker Option,1703,100.0,100.0,153.62,45,6,14,True,False,False,True,True,False,550.7,15.21,2.08,82.88,7.85,0.0,726.32,26.18
412,678484,Balsamic Roasted Brussels Sprouts and Carrots,1625,100.0,99.0,128.62,35,6,1,True,True,True,True,True,False,150.86,3.06,0.45,29.62,14.38,0.0,309.01,5.11
413,696823,Barley Hoppin’ John,1385,100.0,100.0,126.26,40,4,13,True,True,True,False,True,False,483.38,5.38,0.94,89.71,10.66,0.0,575.64,22.23
414,549897,"Shelby's Take on the Bacon, Egg and Cheese",306,100.0,91.0,286.58,8,1,14,True,False,False,False,False,False,555.93,10.83,2.46,76.56,1.5,8.05,1418.78,36.32
415,732786,Apple Butternut Squash Soup,122,100.0,92.0,79.12,10,4,0,True,True,False,True,False,False,132.86,0.52,0.14,33.97,7.47,0.13,79.73,2.91
416,617772,Sweet & Spicy Squash,105,100.0,100.0,136.1,35,2,3,True,True,True,True,True,False,224.41,0.46,0.09,57.62,20.28,0.0,22.51,3.83
417,523170,Healthy Single-Serving Pumpkin Buckwheat Microwave Cake,1457,100.0,100.0,135.3,45,1,6,True,False,False,True,True,False,261.38,7.56,1.02,43.76,5.98,0.0,201.41,10.22
418,497430,Maple-Mustard Baked Salmon,225,100.0,100.0,545.06,12,4,9,True,False,False,True,True,False,390.11,16.43,2.16,16.54,12.78,109.15,284.3,42.14
419,482620,Chocolate Oatmeal Smoothie,4237,100.0,100.0,381.51,10,1,6,True,False,False,True,True,False,429.97,7.41,2.46,60.37,16.61,70.58,305.18,1.44
420,616563,CURRIED CHICKPEA SALAD,4997,100.0,61.0,90.47,15,5,7,True,True,True,True,True,True,279.94,18.74,2.86,25.79,2.64,0.0,229.62,7.74
421,759057,Citrus Collards with Raisins,670,100.0,98.0,56.19,45,6,1,True,True,True,True,True,True,112.19,3.14,0.42,20.53,1.69,0.0,217.92,3.99
422,718902,Slow Cooker Lentil Smoked Ham Soup,2666,100.0,100.0,246.35,45,3,8,True,False,False,True,True,False,344.03,6.99,1.23,50.34,5.18,0.0,107.46,22.32
423,500461,Creamy Chocolate Breakfast Shake,4793,100.0,64.0,138.93,10,2,4,True,False,False,True,True,False,282.0,14.56,1.43,38.1,17.08,0.0,260.96,12.42
424,812124,Cherry Coconut Chocolate Smoothie,1375,100.0,76.0,280.9,5,1,5,True,False,False,True,True,False,379.3,10.77,5.7,59.06,33.82,35.29,453.18,22.29
425,603917,"Marinated Kale, White Bean, and Tomato Salad",738,100.0,100.0,73.05,25,6,7,True,True,True,True,True,False,330.72,8.3,1.03,47.03,2.13,0.0,233.74,19.1
426,694949,Fusilli with Italian Sausage & Arugula,3013,100.0,98.0,219.71,30,2,10,True,False,False,False,False,False,398.74,13.31,4.74,50.88,3.13,38.55,928.58,23.66
427,512225,Sugar Snap Pea and Fennel Salad with Apple Cider Vinaigrette | Welcoming Spring,3273,100.0,100.0,314.81,15,2,10,True,True,True,True,True,False,489.32,34.37,3.25,37.22,12.13,0.0,393.8,14.27
428,695478,Slow-Cooker Moroccan Lentil Soup,10982,100.0,100.0,100.98,330,12,3,True,True,False,True,True,False,179.04,2.16,0.43,30.57,6.71,0.0,179.66,12.2
429,964279,5 Ingredient Avocado Lime Salmon,204,100.0,100.0,488.2,10,2,10,True,False,False,True,True,True,423.86,25.7,3.85,13.76,2.33,93.55,97.61,36.94
430,201960,Chili Lime Jicama Sticks,1871,100.0,67.0,103.47,10,4,0,True,True,True,True,True,True,115.76,0.73,0.12,25.71,7.4,0.0,240.78,2.67
431,591191,Creamy Tomato and Spinach Pasta,257072,100.0,70.0,135.05,25,4,10,True,False,False,False,False,False,379.18,11.44,4.5,56.92,8.7,19.84,694.7,14.69
432,702355,Braised Brisket with Potatoes and Carrots Skinnytaste,5532,100.0,100.0,535.07,45,7,18,True,False,False,True,True,True,780.15,26.87,8.92,57.48,13.01,203.03,843.37,75.06
433,588359,Roasted cabbage with a lime peanut sauce,131,100.0,96.0,150.21,5,2,6,True,True,True,True,True,False,335.67,20.53,2.99,35.47,16.38,0.0,396.5,11.16
434,779095,Vegan BLT Sandwich,446,100.0,88.0,401.55,12,1,15,True,False,False,False,True,False,555.54,34.95,5.72,53.27,12.34,4.62,495.48,16.18
435,626716,Curried Lentils,984,100.0,99.0,95.07,45,4,7,True,True,True,True,True,False,272.61,4.81,0.69,44.89,9.45,0.0,602.13,15.11
436,245596,"Kale Salad with Balsamic, Pine Nuts, and Parmesan",3436,100.0,91.0,128.69,25,6,5,True,False,False,True,False,False,188.5,13.92,2.09,13.04,4.94,2.83,486.1,5.85
437,856117,Blueberry Cacao Smoothie Bowl,2228,100.0,75.0,457.42,10,1,11,True,False,False,True,True,False,466.56,26.99,10.65,45.27,20.97,0.0,555.95,12.42
438,627789,Butternut Squash & Chickpea Coconut Curry (Crock Pot ),6244,100.0,89.0,155.27,30,8,6,True,True,True,True,True,False,248.32,6.13,3.53,39.32,8.49,0.0,731.67,11.0
439,475042,Quick and Easy Salsa with Baked Tortilla Chips,2983,100.0,96.0,186.39,30,3,8,True,True,True,True,True,False,376.25,8.68,1.26,70.68,15.02,0.0,440.86,11.31
440,573734,Thai Cauliflower Rice Salad,1323,100.0,100.0,135.33,15,4,5,True,True,True,True,True,False,242.16,16.9,2.38,19.89,8.53,0.0,235.14,7.57
441,735845,Pasta With Kale Pesto and Roasted Butternut Squash,5457,100.0,100.0,545.76,45,3,16,True,False,False,False,False,False,653.06,46.98,8.28,44.38,9.03,20.4,1295.57,23.75
442,474614,Skinny Hot Spinach Dip,1994,100.0,100.0,203.03,45,3,5,True,False,False,True,False,False,231.71,10.92,4.07,15.29,7.33,14.35,648.61,20.17
443,673748,Spaghetti with Cauliflower and Garlicky Swiss Chard Gremolata,1461,100.0,100.0,151.22,45,6,11,True,False,False,False,False,False,416.3,12.64,2.89,65.37,2.63,5.67,472.23,17.07
444,695449,Swedish Yellow Split Pea Soup with Ham,1554,100.0,100.0,160.77,300,8,1,True,False,False,True,True,False,387.68,3.04,0.4,63.56,13.29,15.19,449.81,29.73
445,494212,CSA Salad,563,100.0,82.0,248.22,10,2,7,True,True,True,True,True,False,299.31,22.12,3.08,24.01,15.43,0.0,265.54,5.35
446,563069,Spring Vegetable Quinoa Salad with Lemon Basil Dressing,2784,100.0,100.0,287.03,45,4,11,True,True,False,True,True,False,469.39,16.18,2.09,67.89,9.38,0.0,448.05,19.6
447,1013552,Healthy Buddha Bowl,1328,100.0,100.0,138.43,75,1,11,True,True,True,True,True,False,417.34,7.98,1.32,72.55,6.48,0.0,159.7,16.38
448,696877,Parsley Tabbouleh,2165,100.0,100.0,225.26,40,4,4,True,True,True,False,True,False,181.16,7.97,1.11,25.39,6.29,0.0,178.24,4.96
449,696819,Rice & Lentil Salad,2982,100.0,85.0,64.55,15,4,8,True,True,True,True,True,False,308.13,8.45,1.21,46.77,2.91,0.0,203.88,12.33
450,1006103,Israeli Power Salad with Za’atar Roasted Sweet Potatoes,121,100.0,100.0,200.78,50,4,10,True,True,True,True,True,False,358.31,22.58,2.76,35.68,8.01,0.0,738.05,10.3
451,543043,Gluten Free 'Cream of NOT Wheat' Hot Cereal,454,100.0,100.0,48.64,20,1,13,True,False,False,True,True,False,459.97,7.66,1.04,79.7,6.38,0.0,427.1,16.47
452,779573,Spiced Chickpea Cucumber Salad,1723,100.0,100.0,182.01,20,4,16,True,True,True,True,True,False,543.68,23.82,3.08,66.26,13.78,0.0,223.2,20.31
453,497319,Spicy Broccoli with Garlic,157,100.0,80.0,39.15,5,4,0,True,True,True,True,True,False,73.21,2.82,0.37,10.35,2.59,0.0,244.96,4.34
454,577369,Johnsonville Sausage Fire House Chili,1215,100.0,99.0,118.58,45,9,7,True,False,False,True,True,False,312.08,1.8,0.28,58.56,9.17,0.16,459.17,19.25
455,723640,How to Make Freezer Smoothie Packs,169,100.0,100.0,382.31,10,5,4,True,False,False,True,True,False,353.14,11.03,1.84,39.06,17.48,61.54,227.72,12.42
456,551262,Butternut Squash and Chicken Mash,4040,100.0,100.0,435.2,45,2,11,True,False,False,True,True,True,657.44,27.27,7.78,58.7,12.82,128.0,517.17,53.62
457,759130,"Whole-Wheat Spaghetti with Golden Garlic, Tomatoes, and Sage",985,100.0,100.0,107.65,45,6,6,True,True,True,False,True,False,266.6,8.89,1.27,41.54,4.96,0.0,54.32,9.02
458,799404,Avocado Tuna Salad,159545,100.0,71.0,140.38,10,4,5,True,False,False,True,True,True,251.25,12.98,1.74,11.17,3.97,25.5,314.33,24.27
459,560596,Spinach Artichoke Hummus with Shamrock Shaped Green Peppers,136,100.0,88.0,74.26,10,6,7,True,True,True,True,True,False,253.89,13.73,1.87,26.82,5.68,0.0,23.63,8.61
460,696192,Salmon Salad Sandwich,4158,100.0,68.0,275.91,15,4,8,True,False,False,False,False,False,329.92,12.98,2.94,30.01,3.35,54.88,422.23,23.37
461,716868,Creamy Goat Cheese Pasta with Roasted Broccoli and Sun-Dried Tomatoes,3438,100.0,100.0,382.12,30,4,7,True,True,False,False,False,False,409.68,8.89,2.91,73.04,17.68,6.52,386.01,19.63
462,690935,Roasted Butternut Squash Hummus,5175,100.0,81.0,62.23,40,8,3,True,True,True,True,True,False,132.92,5.68,0.75,17.35,5.29,0.0,153.31,4.45
463,523105,"Healthy Single-Serving Chocolate Peanut Butter Banana Microwave Cake (sugar free, gluten free, vegan)",796,100.0,73.0,120.17,10,1,7,True,False,False,True,True,False,327.84,13.99,2.35,45.14,6.73,0.0,413.88,24.84
464,509058,QUINOA AND BLACK BEAN STUFFED PEPPERS,2846,100.0,100.0,321.41,45,4,12,True,True,False,True,False,False,521.14,22.65,9.43,58.53,17.04,37.71,1062.73,25.5
465,514922,Creamy Tomato Soup,3784,100.0,100.0,429.64,30,4,25,True,True,False,True,False,False,968.64,52.67,0.77,72.6,4.57,1.48,179.96,51.49
466,707755,Lemony Kale Salad,2231,100.0,83.0,43.12,45,6,1,True,True,False,True,False,False,69.27,4.1,1.19,6.03,0.76,4.91,203.02,3.81
467,739263,Collard-Wrapped Bean Burritos,1249,100.0,100.0,142.25,25,4,14,True,True,False,True,False,False,516.11,14.12,4.04,82.96,1.76,13.36,721.2,17.54
468,539461,Fall Vegetable and Red Lentil Soup,2583,100.0,95.0,177.9,45,4,11,True,True,True,True,True,False,480.12,8.27,1.19,80.88,15.41,0.0,1044.99,22.76
469,720057,Sweet Potato Turkey Shepherds Pie Skinnytaste,143776,100.0,81.0,601.28,45,2,6,True,False,False,True,True,True,517.43,8.91,1.77,51.37,10.01,124.74,936.53,65.32
470,695571,Raw Kale Salad with Roasted Garlic Dressing,821,100.0,100.0,94.71,60,4,3,True,True,True,True,True,False,158.41,9.89,1.33,15.72,1.49,0.0,188.87,5.86
471,500577,Poblano and Portobello Fajitas,2813,100.0,100.0,327.53,30,2,17,True,True,True,True,True,False,590.24,32.29,4.75,73.7,13.71,0.0,287.21,11.49
472,245892,Poached Salmon,1045,100.0,82.0,599.17,15,2,7,True,False,False,True,True,False,383.64,14.43,2.23,4.71,1.83,124.74,204.87,6.18
473,513572,Guacamole Salad,2236,100.0,71.0,253.1,15,4,13,True,True,True,True,True,True,414.4,36.65,5.27,24.27,5.14,0.0,218.94,5.3
474,987511,Salmon and Summer Veggies in Foil,3660,100.0,100.0,429.91,45,4,6,True,False,False,True,True,True,328.44,18.33,2.74,10.5,6.29,77.96,269.04,31.13
475,494979,"Butternut Squash, Lentil & Kale Salad with Tahini Dressing",1282,100.0,97.0,112.66,50,4,9,True,False,False,False,True,False,372.88,21.87,3.04,39.89,5.23,0.0,227.23,11.3
476,482530,Easy Beef and Broccoli,2559,100.0,100.0,304.56,45,4,10,True,False,False,True,True,False,466.15,11.43,2.92,56.61,5.81,69.17,794.57,35.68
477,946910,Roasted Brussels Sprouts,794,100.0,70.0,84.27,50,6,2,True,True,True,True,True,True,111.06,7.35,1.04,10.26,2.5,0.0,319.21,3.85
478,875122,Five-Bean Salad With Smoked Paprika Vinaigrette,1861,100.0,100.0,222.8,25,4,15,True,True,True,True,True,False,599.48,24.26,2.88,74.49,5.37,0.0,910.93,27.35
479,505168,Green Bean & Almond Quinoa Salad,370,100.0,82.0,168.68,15,4,11,True,True,True,True,True,False,455.26,14.26,1.33,66.96,4.71,0.0,205.19,0.34
480,591302,Summer Vegetable Tian,240809,100.0,80.0,80.54,60,6,3,True,True,False,True,False,False,175.82,7.34,1.15,23.61,4.9,3.73,48.97,7.7
481,483195,Apple Ginger Green Smoothie & Turning Resolutions into Permanent Lifestyle Changes,4617,100.0,100.0,564.27,5,1,2,True,False,False,True,True,False,328.82,2.9,0.42,82.08,40.19,0.0,83.52,9.37
482,521693,"Mango, Banana, Raspberry & Spinach Smoothie",525,100.0,82.0,269.31,5,1,6,True,True,False,True,False,False,348.36,9.26,4.81,60.36,40.93,24.4,154.93,12.08
483,775948,Salmon with Potato Salad and Horseradish Yogurt,5016,100.0,100.0,617.08,45,4,28,True,False,False,True,False,False,865.19,62.94,27.38,32.82,5.26,96.05,714.11,44.95
484,591354,Quick Lemon Garlic Fish,456,100.0,83.0,238.44,15,2,3,True,False,False,True,True,True,182.81,8.92,1.6,10.78,1.47,42.52,196.53,18.76
485,586915,Winter Power Salad,1251,100.0,100.0,151.9,70,4,6,True,True,False,False,False,False,330.5,11.39,2.93,51.62,8.52,11.13,587.6,13.54
486,669532,Superfood Power Lunch Bowl,214,100.0,89.0,185.06,10,1,12,True,True,False,True,False,False,442.46,9.49,2.53,71.07,11.94,17.85,470.42,19.68
487,200798,The Secret Ingredient (Parsley): Spaghetti with Parsley Pesto,303,100.0,87.0,251.26,15,6,19,True,False,False,False,False,False,656.0,36.94,6.2,65.21,5.83,7.56,396.09,17.45
488,965126,Garlic Parmesan Roasted Broccoli,1672,100.0,61.0,49.95,15,6,2,True,False,False,True,False,False,120.85,8.52,1.7,8.67,2.11,2.83,298.49,4.83
489,560416,The Ultimate Parmesan Roasted Broccoli,9233,100.0,81.0,108.85,35,4,3,True,True,True,True,True,True,215.86,12.62,1.48,22.96,5.64,0.0,973.28,9.43
490,497851,Crispy Salmon with Ginger Soy Sauce,194,100.0,100.0,587.15,15,2,11,True,False,False,True,True,False,525.02,19.43,2.89,52.18,18.89,68.75,1608.58,42.33
491,485532,Green Mango Smoothie,101,100.0,100.0,170.1,5,2,2,True,True,True,True,True,False,221.32,4.33,0.57,41.26,29.82,0.0,114.12,7.82
492,576923,Roasted Marinated Broccoli,785,100.0,95.0,63.25,25,6,2,True,True,True,True,True,True,155.74,10.19,1.38,13.99,3.48,0.0,192.92,5.9
493,548041,"Spinach, Feta and Potato Au Gratin – 5 Points",1374,100.0,100.0,172.24,80,6,7,True,False,False,True,False,False,256.12,8.62,5.47,31.65,6.17,28.83,624.95,16.04
494,481767,Lentil Tabouli,1165,100.0,100.0,146.17,45,5,7,True,True,True,True,True,False,311.15,9.46,1.33,41.94,4.37,0.0,493.0,16.54
495,511893,The Best Broccoli Ever (Parmesan-Lemon Roasted Broccoli),1025,100.0,100.0,130.08,45,2,5,True,False,False,True,False,False,262.88,17.21,3.31,22.15,5.74,5.1,233.32,11.44
496,717096,Beautiful Brussels Sprouts,1491,100.0,93.0,95.48,50,16,3,True,True,True,True,True,True,145.57,7.23,1.02,19.91,7.52,0.0,33.11,3.41
497,496905,Lentil Stuffed Peppers,4691,100.0,67.0,312.36,50,4,8,True,True,False,True,False,False,343.95,17.54,7.05,31.61,10.87,29.66,389.16,16.83
498,759837,Spicy Peanut Stew,949,100.0,100.0,120.7,45,6,11,True,True,True,True,True,False,438.44,12.23,2.21,74.97,8.17,0.0,192.98,11.26
499,697213,Lemony Carrot Salad,2364,100.0,61.0,66.95,10,2,2,True,True,True,True,True,True,115.07,7.41,1.02,11.63,6.43,0.0,193.49,1.47
500,860004,Pan-Roasted Salmon With Grapefruit-Cabbage Slaw,210,100.0,100.0,723.66,18,4,4,True,True,False,True,False,False,212.0,11.49,1.62,25.42,9.15,0.19,255.26,8.48
501,512278,Drinking Your Veggies | A Trio of Juice s,185,100.0,100.0,567.7,10,1,2,True,True,True,True,True,True,276.94,1.88,0.3,63.9,27.58,0.0,358.79,10.22
502,621320,"Pasta with Toasted Garlic, Dried Cranberries, Kale, Kalamata Olives & Feta - Iowa Girl Eats",4603,100.0,91.0,198.31,45,2,13,True,True,False,False,False,False,540.2,22.59,5.13,73.43,13.4,15.13,705.33,16.6
503,626755,Curried Lentil Vegetable Soup,129,100.0,89.0,91.25,50,6,3,True,True,True,True,True,False,168.2,3.2,0.44,26.76,4.31,0.0,691.93,9.69
504,543896,"Quinoa, Black Bean and Corn Tacos",3354,100.0,69.0,314.25,50,8,17,True,True,False,False,False,False,646.22,26.29,5.63,79.51,13.32,19.21,1451.05,30.55
505,489531,Kiwi & Spinach Smoothie,1876,100.0,66.0,114.38,5,2,5,True,True,False,True,False,False,220.8,5.82,0.95,39.06,26.43,3.06,64.37,6.75
