,ids,titles,aggregateLikes,spoonacularScore,healthScore,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,veryHealthy,vegetarian,vegan,glutenFree,dairyFree,whole30,calories,fat,saturated_fat,carbs,sugar,cholesterol,sodium,protein
42,860943,Garlic Parmesan Broccoli and Potatoes in Foil,695887,100.0,95.0,165.55,25,4,6,True,False,False,True,False,False,269.85,12.93,2.6,33.04,3.92,4.25,310.43,9.64
43,577771,Sexy Cabbage (+ Cilantro-Lime Carrot and Cabbage Spring Rolls),2126,100.0,89.0,76.79,10,4,3,True,False,False,True,True,False,206.56,1.07,0.2,43.39,8.13,4.28,357.15,7.11
44,496200,Brussel Sprouts Salad with Orange Ginger Dressing,1151,100.0,100.0,142.18,10,4,5,True,True,True,True,True,True,215.6,16.22,1.33,16.44,6.7,0.0,241.78,4.62
45,591705,Tuna & White Bean Salad,762,100.0,99.0,84.0,10,3,12,True,False,False,True,True,False,553.32,6.71,0.75,81.02,0.31,17.01,159.94,42.8
46,244141,Squash Fries,972,100.0,100.0,121.4,15,6,3,True,True,False,False,False,False,325.23,2.17,0.92,75.57,13.02,4.4,191.63,8.79
47,695118,Tuna & White Bean Salad,1016,100.0,100.0,127.56,10,4,6,True,False,False,True,True,False,284.08,8.1,1.19,35.23,4.26,15.31,189.94,19.11
48,496931,Avocado Kale Superfood Smoothie,1728,100.0,100.0,225.19,5,1,9,True,False,False,True,False,False,375.75,21.17,4.88,43.71,18.85,15.93,252.36,10.85
49,500244,Hide Your Kale Smoothie,1498,100.0,100.0,195.47,5,2,3,True,True,True,True,True,True,190.98,4.67,0.43,34.85,20.65,0.0,38.57,6.54
50,619608,Kale and Mixed Berry Smoothie,3350,100.0,100.0,475.46,5,1,0,True,False,False,True,True,True,258.76,6.23,0.29,50.45,26.45,0.0,379.02,8.29
51,509646,Simple Herb Crusted Salmon,3527,100.0,99.0,461.74,5,2,7,True,False,False,True,True,True,339.91,18.79,3.18,5.69,1.71,93.55,370.22,35.41
52,872984,"Warm Quinoa, Sweet Potato and Kale Salad",118367,100.0,100.0,149.39,40,4,10,True,True,True,True,True,False,346.29,9.0,1.17,59.23,13.95,0.0,256.37,10.13
53,535969,Kale Salad with Meyer Lemon Vinaigrette,217045,100.0,100.0,228.4,10,4,13,True,True,False,True,False,False,418.23,34.1,5.91,24.78,7.35,6.53,84.67,9.06
54,584792,Strawberry & Kale Salad with Feta Cheese,753,100.0,100.0,127.34,15,4,4,True,True,False,True,False,False,198.7,14.52,2.79,14.69,4.65,8.34,209.93,6.47
55,779803,Falafel Salad with Lemon-Tahini Dressing,2209,100.0,100.0,412.81,50,4,14,True,True,True,True,True,False,515.39,31.58,4.27,48.02,11.39,0.0,655.48,16.62
56,588576,Creamy 3 herb dressing,608,100.0,100.0,102.61,5,4,0,True,True,False,True,False,False,48.71,0.7,0.14,7.45,3.02,1.25,220.36,4.79
57,584854,Chopped Kale Salad with Grapes & Feta Cheese,1055,100.0,92.0,90.07,15,4,3,True,True,False,True,False,False,158.2,9.86,2.47,15.76,7.0,8.34,210.14,5.22
58,616564,Chinese Chop Salad + Peanut Sesame Dressing,832,100.0,100.0,152.77,15,5,0,True,True,True,True,True,True,104.32,2.71,0.39,18.22,7.87,0.0,57.19,5.86
59,483676,Salted Chocolate Oatmeal Smoothie,942,100.0,100.0,176.49,5,2,7,True,False,False,True,False,False,320.65,5.86,2.8,46.01,17.26,42.64,796.48,0.69
60,286168,Sauteed Kale,560,100.0,100.0,104.37,15,4,3,True,True,True,True,True,True,181.3,12.09,1.61,15.78,0.26,0.0,376.99,7.38
61,500830,Rainbow Chard Hummus Wraps,674,100.0,100.0,129.46,5,1,2,True,True,True,True,True,False,169.45,6.47,0.99,22.83,0.53,0.0,378.1,8.75
62,773578,Pesto Salmon and Italian Veggies in Foil,757517,100.0,100.0,618.59,45,4,7,True,False,False,True,True,True,395.76,20.27,3.2,16.03,8.34,94.75,423.42,38.12
63,773183,Salmon and Summer Veggies in Foil,372404,100.0,100.0,429.91,45,4,6,True,False,False,True,True,True,328.44,18.33,2.74,10.5,6.29,77.96,269.04,31.13
64,966111,Sauteed Kale,508,100.0,100.0,104.37,15,4,3,True,True,True,True,True,True,181.3,12.09,1.61,15.78,0.26,0.0,376.99,7.38
65,588548,Cold buster smoothie,1106,100.0,100.0,259.15,5,1,4,True,False,False,True,True,False,244.85,3.15,0.14,54.23,36.66,0.0,208.15,7.76
66,473967,Asian Sesame Spinach Salad (Power Foods),894,100.0,100.0,207.35,6,2,2,True,True,True,True,True,False,110.06,6.93,1.0,9.21,0.93,0.0,335.56,6.86
67,548436,Grilled Guacamole,1392,100.0,100.0,348.53,7,2,25,True,True,True,True,True,True,784.81,73.07,10.51,38.26,4.62,0.0,226.39,8.76
68,238176,Greek Potatoes (Oven-Roasted and Delicious!),15601,100.0,100.0,74.93,89,8,9,True,True,True,True,True,True,338.33,13.92,1.97,47.15,0.14,0.0,232.99,9.66
69,592292,Marinated White Beans,315,100.0,100.0,63.76,10,4,8,True,True,True,True,True,False,309.95,7.85,1.16,45.21,6.3,0.0,6.58,16.76
70,482512,Chocolate Espresso Protein Smoothie,6060,100.0,83.0,184.22,5,1,3,True,False,False,True,True,False,214.55,5.66,1.36,26.44,8.94,35.29,452.67,1.38
71,539858,"Raw Kale Salad with Apples, Carrots & Purple Cabbage",627,100.0,97.0,104.36,15,4,4,True,True,True,True,True,True,246.01,14.11,1.81,29.47,14.36,0.0,374.48,5.46
72,622596,Whole30 grilled salmon with avocado salsa,462647,100.0,100.0,576.41,10,4,10,True,False,False,True,True,True,450.17,25.51,3.82,8.29,1.3,124.74,303.93,46.54
73,1009573,Quinoa Kale Tomato Corn Salad,18248,100.0,77.0,213.37,15,2,13,True,False,False,True,False,False,444.43,27.03,8.63,38.43,4.84,31.5,422.28,16.68
74,515839,Green Juice in a Blender,5070,100.0,78.0,103.58,10,4,0,True,True,True,True,True,True,75.83,0.64,0.08,17.95,10.47,0.0,25.44,2.26
75,756829,Spinach and Mushroom Egg White Frittata,4831,100.0,85.0,217.72,15,1,3,True,False,False,True,False,False,181.27,3.15,1.67,4.91,2.62,6.8,786.11,31.92
76,677365,Lentil Spinach Salad with Avocado,510,100.0,100.0,129.55,15,5,13,True,True,True,True,True,False,479.76,20.55,2.87,56.56,3.17,0.0,222.41,22.19
77,264116,Butternut Squash Soup,896,100.0,94.0,130.48,35,2,0,True,True,True,True,True,True,181.13,0.65,0.12,46.5,9.3,0.0,486.04,4.0
78,584594,Vegetable Stir-Fry with Endive & Shiitake Mushrooms,1369,100.0,99.0,422.45,15,4,1,True,True,True,True,True,False,136.68,3.51,0.4,22.89,3.74,0.0,405.54,8.96
79,482628,Banana Berry Kale Smoothie,582,100.0,100.0,161.7,10,2,3,True,True,False,True,False,False,211.33,3.17,1.51,40.16,23.4,7.35,112.93,10.59
80,612082,Creamy Butternut Squash Pasta Skillet,551,100.0,100.0,152.89,50,6,14,True,False,False,False,False,False,493.62,15.06,7.69,71.03,4.89,29.67,676.12,24.96
81,749594,Hummus and Grilled Vegetable Wrap,50206,100.0,100.0,193.58,23,4,5,True,False,False,True,True,False,218.74,14.25,1.7,18.06,4.95,0.0,334.73,8.31
82,974620,Kale Pineapple Smoothie,1345,100.0,92.0,188.97,4,1,8,True,False,False,True,False,False,461.89,20.29,3.69,58.99,29.3,2.96,464.72,22.26
83,563797,Roasted Red Pepper Butternut Squash Noodles with Chicken,754,100.0,100.0,228.62,50,2,5,True,False,False,True,True,True,423.14,12.74,2.45,58.89,15.93,52.5,286.53,24.29
84,842383,Roasted Cauliflower Salad with Lemon Tahini Dressing,627,100.0,100.0,183.03,50,4,12,True,True,True,True,True,False,438.09,24.5,3.35,44.38,8.95,0.0,209.89,16.31
85,551703,Quinoa Lentil Salad - Roasted Brussels Sprouts,17720,100.0,99.0,96.1,45,8,5,True,True,True,True,True,False,222.82,5.01,0.68,34.39,4.11,0.0,226.39,11.84
86,496225,Super Simple Roasted Broccoli,18412,100.0,100.0,107.28,35,2,4,True,True,True,True,True,True,235.96,15.2,2.07,22.75,5.94,0.0,294.95,8.77
87,500803,Three Color Pasta with Sun Dried Tomato Sauce,799,100.0,98.0,218.7,15,1,6,True,True,True,False,True,False,310.48,1.98,0.36,67.01,16.69,0.0,735.02,14.02
88,588272,Spicy thai carrot and kale salad,10791,100.0,100.0,79.29,10,4,4,True,False,False,True,True,False,189.84,11.7,2.03,18.16,7.22,0.0,199.19,6.82
89,559162,Roasted Potatoes With Garlic Sauce,21178,100.0,100.0,122.09,90,4,12,True,True,True,True,True,True,456.66,14.62,2.09,71.42,0.1,0.0,835.0,14.79
90,536055,Garlic Mushroom Quinoa,152176,100.0,89.0,120.73,35,4,6,True,False,False,True,False,False,228.02,6.87,1.22,33.54,2.01,1.7,243.55,9.98
91,578138,Quick black bean dip,245,100.0,100.0,63.27,5,3,4,True,True,True,True,True,False,210.39,0.99,0.21,38.76,5.02,0.0,256.59,12.67
92,556911,Chocolate Peanut Butter Protein Shake,531,100.0,100.0,164.27,1,1,5,True,False,False,True,True,False,278.65,13.02,2.63,24.66,9.82,35.29,522.91,23.55
93,488633,"gobi pakora , how to make gobi pakoras or cauliflower fritters",633,100.0,100.0,204.27,50,3,9,True,True,True,True,True,False,381.25,7.76,1.87,56.88,12.4,0.0,323.47,21.95
94,814122,Massaged Kale Salad with Avocado and Pickled Red Onions,1397,100.0,84.0,85.55,15,4,8,True,True,True,True,True,True,257.92,24.29,3.27,10.41,1.41,0.0,162.62,3.63
95,780510,Zucchini Noodles with Creamy Avocado Pesto,176771,100.0,100.0,488.9,30,2,25,True,True,True,True,True,True,803.65,76.18,10.08,32.3,10.47,0.0,623.71,10.97
96,483358,Garlicky Lemon Grilled Fish Packets,1107,100.0,100.0,422.21,17,2,3,True,False,False,True,True,True,228.4,3.35,1.11,14.76,6.75,85.0,294.51,37.4
97,586489,Roasted Eggplant and Lentil Soup,537,100.0,100.0,173.94,50,6,7,True,False,False,True,False,False,347.44,7.32,1.25,52.01,12.5,5.02,232.51,21.03
98,248799,Sweet Chili Chicken Salad,8950,100.0,74.0,116.84,15,4,3,True,False,False,True,True,False,169.11,5.52,1.4,9.8,6.04,52.5,77.14,20.77
99,584481,Open Faced Veggie Quesadilla with Avocado Salsa Cream,560,100.0,100.0,187.41,18,1,11,True,True,False,False,False,False,422.8,11.95,2.37,63.77,8.55,1.5,789.01,21.56
100,474396,Mixed Bag” Kale Salad,1380,100.0,93.0,243.17,5,1,8,True,False,False,True,False,False,327.41,22.8,6.74,19.83,3.59,19.28,514.18,16.8
101,185071,Cannellini Tuna Salad,674,100.0,100.0,246.72,6,2,9,True,False,False,True,True,False,483.61,9.52,1.54,51.5,1.93,61.23,765.16,50.92
102,496373,Quinoa Salad with Avocado and Tomatoes,607,100.0,97.0,159.69,15,3,6,True,True,True,True,True,False,229.37,11.71,1.65,27.88,2.3,0.0,220.59,6.36
103,617461,Scrambled Tofu,628,100.0,98.0,189.57,15,2,5,True,False,False,True,True,False,230.1,8.81,1.4,21.32,4.38,0.0,324.59,20.32
104,482759,Strawberry Chocolate Protein Smoothie,614,100.0,100.0,225.02,5,2,6,True,False,False,True,False,False,337.41,8.68,2.7,45.66,26.99,45.7,207.58,27.52
105,491421,Strawberry Banana Oatmeal Smoothie,12127,100.0,81.0,419.58,5,1,6,True,False,False,True,True,False,266.97,3.93,0.43,56.18,30.46,0.0,200.65,5.94
106,592348,Mexican Lentil Stew,1644,100.0,85.0,120.07,50,7,6,True,True,True,True,True,False,257.02,3.05,0.44,43.33,6.56,0.0,575.12,15.81
107,754184,Power Smoothie,1641,100.0,90.0,221.44,5,1,2,True,False,False,True,True,False,226.6,6.26,0.19,39.06,15.74,0.01,527.59,10.72
108,722394,Mexican Fava Bean Soup (Sopa de Habas),5228,100.0,100.0,61.22,45,4,7,True,True,True,True,True,False,297.45,4.75,0.69,46.06,5.47,0.0,205.9,20.03
109,759230,Quinoa-Stuffed Peppers,42381,100.0,96.0,166.31,45,8,7,True,True,False,True,False,False,291.34,11.82,4.77,34.57,8.35,18.86,525.64,13.96
110,580762,"Kale, Black Bean and Avocado Burrito Bowl",665,100.0,100.0,276.87,50,4,14,True,True,True,True,True,False,546.34,17.34,2.53,83.66,6.29,0.0,388.18,18.8
111,474319,Easy Stir-Fry Broccoli and Red Bell Pepper,539,100.0,87.0,56.17,15,4,1,True,False,False,True,True,False,95.71,4.14,0.55,12.43,3.65,0.0,258.34,0.2
112,740848,Egg White Omelette,415,100.0,100.0,157.55,15,4,2,True,True,False,True,True,True,136.99,4.84,0.62,10.67,5.58,0.0,400.93,13.52
113,587979,EASY Oven Roasted Veggies,476,100.0,100.0,193.5,5,4,9,True,True,True,True,True,True,408.34,8.58,1.26,76.13,12.42,0.0,388.64,14.16
114,814263,How to Make Pickled Peppers,8694,100.0,84.0,657.29,15,1,12,True,True,True,True,True,False,598.03,30.7,2.95,69.0,44.0,0.0,1248.38,11.98
115,474307,Garlic Roasted Kale,6241,100.0,94.0,46.1,30,4,2,True,True,True,True,True,True,100.57,7.67,1.03,7.02,0.03,0.0,318.53,3.22
116,512247,Avocado and Romaine Salad with Walnuts,4708,100.0,80.0,204.7,15,4,11,True,True,True,True,True,True,355.93,33.95,4.57,13.69,2.33,0.0,239.46,4.7
117,474468,"Hearty Chicken Chorizo, Kale, Bean and Farro Soup",1576,100.0,87.0,198.15,50,6,5,True,False,False,False,True,False,252.01,9.14,1.88,31.46,6.41,26.69,578.21,16.61
118,994167,Broccoli Stem Noodles with Sesame Ginger Dressing,407,100.0,100.0,178.56,10,4,3,True,True,True,True,True,False,302.09,11.52,1.55,42.52,10.49,0.0,744.96,18.56
119,249081,Apple and Pomegranate Quinoa and Kale Salad with Feta in a Curried Maple Dijon Dressing,15545,100.0,100.0,154.24,25,4,7,True,True,False,True,False,False,298.13,16.0,3.06,34.23,11.84,8.34,369.71,9.38
120,588196,Green bean fries,6373,100.0,75.0,155.48,10,2,3,True,False,False,False,False,False,190.21,4.13,0.49,28.2,10.44,1.25,475.98,14.03
121,962537,Roasted Broccoli with Garlic,443,100.0,86.0,50.81,25,4,2,True,True,True,True,True,True,123.07,7.64,1.03,12.04,2.91,0.0,250.44,4.94
122,551874,Oven Roasted Vegetables,7245,100.0,97.0,72.55,55,8,1,True,True,True,True,True,True,119.63,5.58,0.82,17.48,3.93,0.0,309.32,3.03
123,584224,"Spinach, Basil and Avocado Quinoa Bowl",602,100.0,93.0,145.85,10,3,8,True,True,True,True,True,False,311.11,12.78,1.78,42.95,1.3,0.0,475.06,10.3
124,620174,Fall Harvest Vegetarian Chili with Kale + Giveaway,433,100.0,100.0,201.0,50,4,9,True,True,False,True,False,False,416.61,17.98,2.56,49.75,15.31,0.13,1348.88,23.29
125,719062,Healthy Strawberry Shortcake Smoothie,7009,100.0,76.0,203.6,5,3,7,True,False,False,True,True,False,306.44,14.36,2.49,37.41,18.2,0.0,74.46,0.48
126,698963,Island Red Beans (Habichuelas Coloradas Grandes),182,100.0,100.0,65.45,50,8,7,True,True,True,True,True,False,300.13,2.92,0.41,51.77,2.33,0.0,124.54,19.08
127,955591,Baby Kale Breakfast Salad with Quinoa & Strawberries,462,100.0,100.0,226.2,15,1,9,True,True,True,True,True,False,418.81,22.78,3.21,44.97,4.5,0.0,124.64,16.38
128,537971,Mint Chocolate Chip Green Smoothie,587,100.0,100.0,313.61,10,1,9,True,False,False,True,True,False,354.99,23.36,5.48,21.76,2.12,35.29,518.96,23.95
129,584952,Spicy Guacamole Hummus,547,100.0,100.0,285.5,10,2,21,True,True,True,True,True,False,688.58,49.79,7.04,55.76,2.21,0.0,808.6,17.11
130,537873,The Body Book™ Green Smoothie,366,100.0,100.0,166.13,5,1,3,True,True,True,True,True,False,203.1,8.03,1.21,35.38,18.03,0.0,71.57,3.75
131,826953,Harvest Kale Salad with Roasted Winter Squash,473,100.0,100.0,239.44,50,2,9,True,True,True,True,True,False,374.91,16.43,1.76,56.76,18.26,0.0,288.57,9.05
132,588251,Lemon roasted asparagus,959,100.0,92.0,241.49,12,2,4,True,True,True,True,True,True,184.56,14.44,2.05,13.79,5.58,0.0,200.47,5.55
133,848980,Kale Chips Using Sriracha Sauce,313,100.0,83.0,29.13,30,8,0,True,True,True,True,True,True,43.58,2.29,0.29,5.02,0.02,0.0,209.99,2.45
134,505014,Green Apple Smoothie for St. Paddy’s Day,657,100.0,100.0,406.61,5,1,5,True,False,False,True,True,False,421.04,5.18,1.51,72.28,33.49,61.54,388.56,30.27
135,566217,Shaved Brussels Sprouts Salad with Avocado and Pistachios,343,100.0,100.0,171.52,15,4,9,True,True,True,True,True,False,325.38,25.22,3.46,22.93,6.3,0.0,33.51,8.3
136,523704,"Avocado, Tomato, Kale & Onion Salad",500,100.0,100.0,292.73,5,1,16,True,True,True,True,True,True,527.36,44.23,6.31,34.49,11.97,0.0,234.55,7.55
137,201859,Tropical Green Juice,494,100.0,91.0,113.33,10,2,1,True,True,True,True,True,True,80.65,0.51,0.09,19.04,13.88,0.0,46.78,2.35
138,548284,Southwestern Pasta Salad with Creamy Avocado Dressing,25098,100.0,100.0,269.4,25,4,17,True,False,False,False,False,False,624.94,24.03,3.69,88.64,7.58,1.76,658.81,20.96
139,702731,Best Ever Mushroom Soup,262810,100.0,89.0,310.55,45,2,4,True,True,True,True,True,True,154.85,2.0,0.17,29.1,12.55,0.0,1393.6,10.23
140,490754,Spicy Guacamole,804,100.0,93.0,251.21,10,4,13,True,True,True,True,True,True,478.1,37.44,5.43,38.99,11.69,0.0,484.51,8.69
141,757207,Roasted Yukon Potato Spring Vegetable Bowls,574,100.0,96.0,227.8,50,5,15,True,True,True,True,True,False,574.04,33.54,4.38,59.44,14.32,0.0,626.04,16.13
142,556590,"Endive Salad with Stilton, Pear and Walnuts",320,100.0,100.0,167.22,10,4,4,True,True,False,True,False,False,203.36,12.03,3.03,20.31,8.37,7.88,393.44,7.08
143,525527,Lemony Lentil Quinoa Salad,234,100.0,100.0,108.88,50,6,7,True,True,True,True,True,False,262.63,6.88,0.92,38.72,1.26,0.0,225.64,12.37
144,578108,Walnut and roasted garlic chickpea pâté,1332,100.0,84.0,153.23,5,2,13,True,True,True,True,True,False,449.81,35.38,3.96,27.06,7.03,0.0,202.69,10.94
145,702362,Spinach Strawberry Salad,20984,100.0,100.0,251.95,45,4,5,True,True,False,True,False,False,205.97,15.14,2.6,15.73,7.51,8.34,141.56,5.91
146,733101,Asian Noodle Salad,17341,100.0,100.0,221.95,30,6,21,True,False,False,False,True,False,753.04,48.08,7.12,66.54,19.04,0.0,813.61,22.91
147,497144,Lemon-Garlic Broccoli,540,100.0,80.0,44.07,10,4,0,True,True,True,True,True,True,71.11,2.34,0.31,11.12,2.79,0.0,50.94,4.41
148,723984,Cabbage Salad with Peanuts,411,100.0,93.0,115.09,15,2,15,True,True,True,True,True,False,516.03,41.4,6.59,27.96,11.25,0.0,355.83,17.48
149,559515,Parmesan Garlic Roasted Potatoes,7702,100.0,100.0,126.88,48,4,13,True,False,False,True,False,False,476.23,16.22,3.11,70.53,0.12,4.25,352.28,16.81
150,529404,Sweet and Tangy Tuna Stuffed Peppers,512,100.0,100.0,341.52,15,1,11,True,False,False,True,True,True,640.04,30.61,4.41,45.02,33.65,51.0,325.87,47.35
151,572318,Soba Noodles with Lemony Kale Pesto,580,100.0,99.0,379.41,15,4,16,True,False,False,False,False,False,571.01,34.36,5.62,53.19,1.55,12.75,964.0,22.27
152,685856,Roasted Butternut Squash and Pear Salad with Lentils,451,100.0,99.0,264.54,50,3,13,True,True,False,True,False,False,578.35,28.57,5.96,76.0,30.73,14.83,337.54,12.7
153,723932,Spicy Sautéed Kale + 5 Healthy Kale,212,100.0,100.0,100.48,10,4,2,True,True,True,True,True,True,147.65,8.42,1.11,15.82,1.65,0.0,255.69,6.47
154,729018,Quinoa Vegetable Salad with Tahini Dressing,275,100.0,92.0,66.27,15,7,1,True,True,True,True,True,False,96.39,3.29,0.43,14.13,2.86,0.0,20.58,4.51
155,775490,"Mashed Cauliflower (Vegan, Paleo)",46167,100.0,92.0,193.78,25,2,0,True,True,True,True,True,True,92.91,1.0,0.23,18.66,6.55,0.0,296.72,6.89
156,680372,Baked Spinach and Ricotta Rotolo,71642,100.0,67.0,357.71,50,4,23,True,False,False,False,False,False,738.49,32.52,15.31,77.69,14.85,182.72,754.31,37.39
157,474463,Quinoa Kale Tomato Corn Salad {Video + Giveaway},4837,100.0,77.0,213.37,15,2,13,True,False,False,True,False,False,444.43,27.03,8.63,38.43,4.84,31.5,422.28,16.68
158,627519,Pineapple Detox Blast,262,100.0,100.0,139.0,5,1,0,True,True,True,True,True,True,106.07,1.13,0.13,23.58,10.95,0.0,45.19,4.68
159,521871,Pineapple And Banana Smoothie,497,100.0,90.0,118.25,5,1,3,True,True,True,True,True,False,293.72,5.28,0.63,56.74,36.65,0.0,120.83,9.12
160,560598,Sweet Potato Quinoa Black Bean Burgers,2239,100.0,84.0,274.08,50,8,5,True,True,False,False,True,False,261.24,5.74,0.93,46.03,14.15,20.46,431.7,11.57
161,682142,Lentil Soup,2944,100.0,100.0,66.21,45,6,8,True,True,True,True,True,False,349.81,10.0,1.4,48.31,6.34,0.0,332.83,18.33
162,491217,Greek Salad Wrap,669,100.0,100.0,534.82,5,1,7,True,True,False,False,False,False,436.22,11.67,4.09,67.92,30.28,15.13,716.99,18.1
163,613283,creamy parmesan garlic gnocchi,252,100.0,100.0,135.56,20,4,9,True,False,False,False,False,False,370.62,3.99,2.01,68.06,0.07,5.67,539.21,18.74
164,594589,Lightened Up Kale Caesar Salad,2676,100.0,79.0,181.01,5,2,8,True,False,False,True,False,False,321.14,22.53,6.32,16.78,1.48,22.1,847.44,16.92
165,573147,Kale Fried Rice,2798,100.0,97.0,48.99,45,4,4,True,True,True,True,True,False,173.67,4.74,2.97,29.25,0.3,0.0,275.42,5.4
166,667231,Baked Salmon with Garlic and Dijon,429230,100.0,87.0,392.99,25,4,4,True,False,False,True,True,True,245.64,10.9,1.68,0.9,0.27,93.55,387.98,33.93
167,540519,Pumpkin Streusel Muffins,2845,100.0,91.0,31.95,45,12,3,True,True,False,False,False,False,113.08,0.74,0.14,26.67,9.08,0.51,88.9,3.81
168,505145,Zucchini Pasta with Garlic Scape Pesto,498,100.0,100.0,379.29,10,2,13,True,True,True,True,True,False,569.1,35.61,4.2,53.88,17.57,0.0,250.22,19.86
169,506672,Carrot Cake Smoothie,5667,100.0,100.0,114.51,45,1,3,True,False,False,True,True,True,412.03,5.77,0.77,84.82,26.87,0.0,244.08,0.69
170,497850,Kale Salad,238,100.0,100.0,131.83,5,4,5,True,True,True,True,True,True,258.83,17.05,2.28,23.17,8.95,0.0,35.77,8.43
171,248346,Tropical Kale Smoothie,485,100.0,87.0,88.55,5,3,2,True,True,False,True,False,False,151.32,3.37,1.58,28.51,18.04,8.13,54.23,5.33
172,555478,Strawberry Avocado Smoothie,1351,100.0,84.0,182.39,45,2,5,True,False,False,True,True,True,204.79,16.51,2.16,15.15,4.37,0.0,182.11,3.55
173,599806,Smoked Paprika and Chickpea Soup,4067,100.0,100.0,90.42,30,4,12,True,True,True,True,True,False,442.6,9.9,1.17,71.5,16.34,0.0,355.57,21.45
174,196453,Vegan: Smoky Charred Cauliflower and Potato Soup with Kale,4096,100.0,100.0,91.66,60,6,5,True,True,True,True,True,True,210.95,5.4,0.79,37.47,3.89,0.0,248.17,6.33
175,494996,Spicy Chickpea & Spinach Stew,4858,100.0,100.0,105.21,25,6,7,True,True,True,True,True,False,287.85,6.26,0.75,46.72,10.96,0.0,429.33,14.47
176,756459,Savory Kale-Tomato Juice,636,100.0,98.0,459.55,10,1,2,True,True,True,True,True,True,225.65,6.42,0.74,38.46,8.22,0.0,174.88,13.87
177,472914,Kale with Cranberries,3732,100.0,66.0,48.64,45,8,2,True,True,True,True,True,False,102.39,8.49,0.97,6.52,2.61,0.0,12.65,1.97
178,577852,Red Lentils and Spinach in Masala Sauce,41471,100.0,68.0,310.52,50,2,23,True,True,True,True,True,False,612.88,38.65,28.56,55.06,10.37,0.0,1639.2,21.5
179,195954,Cashew Apple Green Smoothie,204,100.0,100.0,114.48,5,2,4,True,True,True,True,True,False,229.95,10.42,1.87,32.84,14.44,0.0,41.27,7.41
180,906770,One Pan Roasted Lemon Pepper Salmon and Garlic Parmesan Asparagus,33110,100.0,100.0,474.89,30,4,9,True,False,False,True,False,False,437.54,23.51,5.01,14.71,3.52,102.05,637.45,43.47
181,532448,Microwave Egg and Vegetable Breakfast Sandwich,27088,100.0,100.0,414.76,45,1,24,True,False,False,False,False,False,866.89,45.36,6.74,84.81,4.72,1.03,1096.91,37.56
182,611285,Banana Oat Chocolate Peanut Butter Smoothie + 10 Wellness Life Hacks for Moms,830,100.0,79.0,70.04,5,1,7,True,True,True,True,True,False,314.79,13.93,2.47,37.1,16.75,0.0,193.12,13.54
183,971566,Simply Delicious,2813,100.0,100.0,75.84,70,4,7,True,True,True,True,True,True,253.85,7.45,1.08,41.15,0.12,0.0,232.97,8.57
184,995649,Sauteed Kale,184,100.0,100.0,104.37,15,4,3,True,True,True,True,True,True,181.3,12.09,1.61,15.78,0.26,0.0,376.99,7.38
185,523313,Healthy Single Serving Microwaveable Buckwheat Banana Cake,368,100.0,91.0,107.09,10,1,10,True,False,False,True,True,False,423.94,8.35,1.06,82.7,8.75,0.0,417.27,14.31
186,574789,Real Men Cook: Sautéed Garlic Spinach,193,100.0,100.0,112.65,10,4,1,True,True,True,True,True,True,75.82,5.72,0.8,4.84,0.51,0.0,285.87,3.39
187,697257,Tomato & Fennel Salad,252,100.0,100.0,166.45,10,4,3,True,True,True,True,True,True,165.71,11.76,1.09,13.8,6.55,0.0,324.65,3.93
188,809898,Strawberry & Mango Chopped Spinach Quinoa Salad with Sesame-Lime Vinaigrette,9010,100.0,100.0,188.96,25,4,5,True,True,False,True,True,False,236.9,7.13,0.99,39.49,12.18,0.0,50.94,7.2
189,536422,"Avocado, Kale and Spinach Salad",249,100.0,100.0,165.9,10,2,10,True,False,False,True,False,False,337.43,30.16,4.57,16.62,1.12,1.7,96.72,6.7
190,479691,"Bottoms Up: Green Giant Smoothie with Banana, Spinach, and Almond Butter",308,100.0,100.0,227.32,5,2,12,True,False,False,True,True,True,484.45,38.0,2.69,29.11,11.43,0.0,347.83,15.73
191,820749,Brown Sugar Garlic Pork with Carrots & Potatoes,266735,100.0,86.0,336.87,50,4,16,True,False,False,True,True,False,728.67,27.49,4.26,62.7,22.42,142.88,487.96,58.92
192,570644,Strawberry Quinoa Salad With Brie,179,100.0,100.0,103.19,6,4,4,True,True,True,True,True,False,180.92,5.64,0.71,28.62,7.5,0.0,70.76,6.2
193,547706,"Quinoa Salad with Asparagus, Peas, Avocados & Lemon Basil Dressing",79051,100.0,88.0,221.01,35,4,10,True,True,True,True,True,False,393.29,20.78,2.89,44.14,6.5,0.0,501.06,11.6
194,758702,Curried Potatoes with Cauliflower and Peas,4406,100.0,100.0,114.8,45,6,4,True,True,False,True,False,False,186.87,2.54,1.21,35.9,5.98,4.27,50.23,8.4
195,509951,Healthiness {: Healthy 2 Bean Kale Soup},4303,100.0,100.0,112.85,45,8,3,True,True,False,True,True,False,212.35,3.44,0.59,37.4,6.77,0.0,510.53,13.68
196,474651,Crockpot Cuban Black Bean Soup (Frijoles Negros) – Power Foods,8388,100.0,96.0,125.35,45,8,7,True,True,True,True,True,False,300.68,4.71,0.76,49.41,8.39,0.0,460.58,1.55
197,509163,Garlic Pork and Rice,2130,100.0,82.0,289.39,6,6,3,True,False,False,True,True,True,255.59,6.85,2.03,10.94,3.7,95.25,663.62,37.97
